Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
72579,Alias Grace,Margaret Atwood,"Atwood, Margaret",,"=""0385475713""","=""9780385475716""",0,3.98,Doubleday Nan A. Talese,Hardcover,468,1996,1996,,2017/06/10,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
29363252,"Conflict Is Not Abuse: Overstating Harm, Community Responsibility, and the Duty of Repair",Sarah Schulman,"Schulman, Sarah",,"=""1551526433""","=""9781551526430""",0,3.97,Arsenal Pulp Press,Paperback,299,2016,2016,,2017/06/10,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel A. van der Kolk,"Kolk, Bessel A. van der",,"=""0670785938""","=""9780670785933""",5,4.62,Viking,Hardcover,443,2014,2014,,2017/06/10,nonfiction,nonfiction (#19),read,"This is an INCREDIBLE book. I knew of trauma, but I had no inkling of its astonishingly multivariable effects on the brain and body. This book radically helped me understand the people in my life who have experienced trauma. Much like Oliver Sack's style of writing, Dr. van der Kolk mixes anecdotes from his clinical experience with broader discussions of the research around and public policy affecting trauma victims. It is very effective and engaging. ",,,1,,,0,,,,,
34489832,Rules for Resistance: Advice from Around the Globe for the Age of Trump,David    Cole,"Cole, David",Melanie Wachtell Stinnett,"=""1620973545""","=""9781620973547""",0,3.60,New Press,Paperback,,2017,,,2017/06/03,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
8441547,"I Know I Am, But What Are You?",Samantha Bee,"Bee, Samantha",,"=""""","=""""",4,3.56,,Kindle Edition,260,,2010,2017/05/28,2017/05/28,,,read,,,,1,,,0,,,,,
31938963,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.53,Bloomsbury USA Childrens,Kindle Edition,707,2017,2017,2017/05/12,2017/05/07,,,read,,,,1,,,0,,,,,
24367204,Why Not Me?,Mindy Kaling,"Kaling, Mindy",,"=""""","=""""",4,3.89,Crown Archetype,Kindle Edition,240,2015,2015,2017/05/07,2017/05/07,,,read,,,,1,,,0,,,,,
17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.72,Bloomsbury USA Childrens,Kindle Edition,626,2016,2016,,2017/04/27,,,read,,,,1,,,0,,,,,
23666139,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",4,4.28,Bloomsbury USA Children's,Kindle Edition,432,2015,2015,,2017/04/27,,,read,,,,1,,,0,,,,,
23243709,"The Unkindest Tide (October Daye, #13)",Seanan McGuire,"McGuire, Seanan",,"=""""","=""""",0,4.36,DAW Books,,,2019,2019,,2017/04/24,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
23243695,"Night and Silence (October Daye, #12)",Seanan McGuire,"McGuire, Seanan",,"=""""","=""""",0,4.18,DAW Books,,,2018,2018,,2017/04/24,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
23383896,"The Brightest Fell (October Daye, #11)",Seanan McGuire,"McGuire, Seanan",,"=""0756413311""","=""9780756413316""",0,4.43,DAW,Hardcover,368,2017,2017,,2017/04/24,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
28815482,"Once Broken Faith (October Daye, #10)",Seanan McGuire,"McGuire, Seanan",,"=""0756408105""","=""9780756408107""",5,4.39,DAW,Mass Market Paperback,420,2016,2016,,2017/04/24,"ya, to-read","ya (#66), to-read (#33)",to-read,,,,1,,,0,,,,,
28360360,"Full of Briars (October Daye, #9.3)",Seanan McGuire,"McGuire, Seanan",,"=""""","=""""",0,4.09,DAW,Kindle Edition,44,2016,2016,,2017/04/24,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
15748535,"A Red-Rose Chain (October Daye, #9)",Seanan McGuire,"McGuire, Seanan",,"=""1472120205""","=""9781472120205""",5,4.30,Corsair ,Paperback,367,2016,2015,,2017/04/24,ya,ya (#65),read,,,,1,,,0,,,,,
16368455,Shattered Shields,Jennifer Brozek,"Brozek, Jennifer","Bryan Thomas Schmidt, Seanan McGuire, Larry Correia, Elizabeth Moon, Sarah A. Hoyt, Glen Cook, David Farland, Robin Wayne Bailey, John R. Fultz, Dave Gross, Wendy N. Wagner, James L. Sutter, Annie Bellet, Joe Zieja, Cat Rambo, Gray Rinehart, John Helfers, Nancy Fulda","=""1476737010""","=""9781476737010""",0,3.60,Baen Books,Paperback,260,2014,2014,,2017/04/24,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
28462224,"Heaps of Pearl (October Daye, #8.1)",Seanan McGuire,"McGuire, Seanan",,"=""""","=""""",0,4.10,,ebook,24,2016,2016,,2017/04/24,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
15748529,"The Winter Long (October Daye, #8)",Seanan McGuire,"McGuire, Seanan",,"=""0756408083""","=""9780756408084""",5,4.39,DAW,Mass Market Paperback,358,2014,2014,,2017/04/24,ya,ya (#64),read,,,,1,,,0,,,,,
18518138,"Forbid the Sea (October Daye, #7.2)",Seanan McGuire,"McGuire, Seanan",,"=""""","=""""",0,3.90,Seanan McGuire,ebook,20,2013,2013,,2017/04/24,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
28448614,"Never Shines the Sun (October Daye, #7.1)",Seanan McGuire,"McGuire, Seanan",,"=""""","=""""",0,4.05,DAW,ebook,9,2013,,,2017/04/24,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
10184403,"Chimes at Midnight (October Daye, #7)",Seanan McGuire,"McGuire, Seanan",,"=""0756408148""","=""9780756408145""",5,4.37,DAW,Mass Market Paperback,346,2013,2013,,2017/04/24,ya,ya (#63),read,,,,1,,,0,,,,,
24357633,"No Sooner Met (October Daye, #6.2)",Seanan McGuire,"McGuire, Seanan",,"=""""","=""""",0,4.04,Seanan McGuire,ebook,25,2015,2015,,2017/04/24,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
31555521,"Rat-Catcher (October Daye, #6.1)",Seanan McGuire,"McGuire, Seanan",,"=""""","=""""",0,4.03,Lightspeed Magazine,ebook,,2016,2012,,2017/04/24,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
16074215,A Fantasy Medley 2,Yanni Kuznia,"Kuznia, Yanni","Tanya Huff, Amanda Downum, Jasper Kent, Seanan McGuire","=""1596065141""","=""9781596065147""",0,3.76,Subterranean Press,Hardcover,160,2012,2012,,2017/04/24,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
10184345,"Ashes of Honor (October Daye, #6)",Seanan McGuire,"McGuire, Seanan",,"=""""","=""""",5,4.38,DAW,Kindle Edition,353,2012,2012,,2017/04/24,,,read,,,,1,,,0,,,,,
15844724,"In Sea-Salt Tears (October Daye, #5.1)",Seanan McGuire,"McGuire, Seanan",,"=""""","=""""",5,4.21,,ebook,24,2012,2012,,2017/04/24,"ya, to-read","ya (#62), to-read (#24)",to-read,,,,1,,,0,,,,,
10783217,"One Salt Sea (October Daye, #5)",Seanan McGuire,"McGuire, Seanan",,"=""0756406838""","=""9780756406837""",5,4.32,DAW,Mass Market Paperback,354,2011,2011,,2017/04/24,ya,ya (#61),read,,,,1,,,0,,,,,
9450406,Home Improvement: Undead Edition,Charlaine Harris,"Harris, Charlaine","Toni L.P. Kelner, Victor Gischler, Patricia Briggs, Rochelle Krich, Heather Graham, James Grady, Melissa Marr, E.E. Knight, Seanan McGuire, S.J. Rozan, Stacia Kane, Suzanne McLeod, Simon R. Green","=""0441020356""","=""9780441020355""",0,3.63,Ace,Hardcover,340,2011,2011,,2017/04/24,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
8496901,"Late Eclipses (October Daye, #4)",Seanan McGuire,"McGuire, Seanan",,"=""0756406668""","=""9780756406660""",5,4.27,DAW,Mass Market Paperback,372,2011,2011,,2017/04/24,ya,ya (#60),read,,,,1,,,0,,,,,
6782468,"An Artificial Night (October Daye, #3)",Seanan McGuire,"McGuire, Seanan",,"=""0756406269""","=""9780756406264""",5,4.17,DAW,Mass Market Paperback,354,2010,2010,,2017/04/24,ya,ya (#59),read,,,,1,,,0,,,,,
6782465,"A Local Habitation (October Daye, #2)",Seanan McGuire,"McGuire, Seanan",,"=""0756405963""","=""9780756405960""",5,3.90,DAW,Mass Market Paperback,377,2010,2010,,2017/04/24,ya,ya (#58),read,,,,1,,,0,,,,,
6294549,"Rosemary and Rue (October Daye, #1)",Seanan McGuire,"McGuire, Seanan",,"=""0756405718""","=""9780756405717""",5,3.75,DAW BOOKS Inc,Mass Market Paperback,346,2009,2009,,2017/04/24,ya,ya (#57),read,,,,1,,,0,,,,,
23444482,The Traitor Baru Cormorant,Seth Dickinson,"Dickinson, Seth",,"=""0765380722""","=""9780765380722""",0,4.04,Tor,Hardcover,399,2015,2015,,2017/04/23,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
12844699,"Libriomancer (Magic Ex Libris, #1)",Jim C. Hines,"Hines, Jim C.",,"=""0756407397""","=""9780756407391""",0,3.81,DAW,Hardcover,308,2012,2012,,2017/04/23,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
32186290,Smoke and Ashes (Tremontaine #2.12),Mary Anne Mohanraj,"Mohanraj, Mary Anne","Tessa Gratton, Joel Derfner, Alaya Dawn Johnson, Ellen Kushner, Racheline Maltese, Paul Witcover","=""""","=""9781682101209""",0,4.22,Serial Box Publishing,ebook,,2017,,,2017/03/14,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
32183896,Blood and Silk (Tremontaine #2.6),Mary Anne Mohanraj,"Mohanraj, Mary Anne","Tessa Gratton, Alaya Dawn Johnson, Paul Wticover, Ellen Kushner, Racheline Maltese, Joel Derfner","=""""","=""9781682101148""",0,4.27,Serial Box Publishing,ebook,,2016,,,2017/03/14,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
32183096,Fireworks (Tremontaine #2.3),Mary Anne Mohanraj,"Mohanraj, Mary Anne","Joel Derfner, Tessa Gratton, Racheline Maltese, Alaya Dawn Johnson, Ellen Kushner, Paul Witcover","=""""","=""9781682101117""",0,4.26,Serial Box Publishing,ebook,,2016,,,2017/03/14,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
25555340,The Fox,Malinda Lo,"Lo, Malinda",,"=""""","=""""",0,3.84,"Little, Brown Books for Young Readers",ebook,,2011,2011,,2017/03/14,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
9415946,Huntress,Malinda Lo,"Lo, Malinda",,"=""031604007X""","=""9780316040075""",5,3.78,"Little, Brown Books for Young Readers",Hardcover,371,2011,2011,,2017/03/14,ya,ya (#56),read,,,,1,,,0,,,,,
8202129,Ash,Malinda Lo,"Lo, Malinda",,"=""""","=""""",5,3.62,"Little, Brown Books for Young Readers",Kindle Edition,284,2009,2009,,2017/03/11,,,read,,,,1,,,0,,,,,
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.14,Grand Central Publishing,Paperback,345,2000,1993,,2017/01/13,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
28048,Hope in the Dark,Rebecca Solnit,"Solnit, Rebecca",,"=""1841956600""","=""9781841956602""",0,4.11,Canongate Books,Paperback,192,2005,2004,,2016/12/12,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",5,4.27,Small Beer Press,ebook,281,2010,2002,2016/12/30,2016/12/10,fiction,fiction (#23),read,,,,1,,,0,,,,,
31948742,Born a Crime: Stories from a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""""","=""""",5,4.47,Spiegel & Grau,Kindle Edition,298,2016,2016,2017/06/10,2016/11/19,,,read,"This is an incredible book. I was pretty neutral on Trevor Noah before I started, and now I admire and respect him. He had an insane childhood and reflects on it with astonishing insight. ",,,1,,,0,,,,,
61975,"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,"McCaffrey, Anne",Teodor Panasiński,"=""0345484266""","=""9780345484260""",5,4.10,Del Rey,Paperback,299,2005,1968,,2016/11/19,,,read,,,,1,,,0,,,,,
77368,Spindle's End,Robin McKinley,"McKinley, Robin",,"=""0441008658""","=""9780441008650""",3,3.79,Ace,Paperback,354,2001,2000,,2016/11/19,,,read,,,,1,,,0,,,,,
26210426,"The Commander (The Last Oracle, #1.5)",Emily Wibberley,"Wibberley, Emily",,"=""""","=""""",0,3.96,Paranoid Productions,Kindle Edition,15,2015,2015,,2016/11/19,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
25972104,"Divined (The Last Oracle, #3)",Emily Wibberley,"Wibberley, Emily",,"=""1530825547""","=""9781530825547""",0,4.21,Wibbs Ink,Paperback,402,2016,,,2016/11/19,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
18144453,"Iron & Velvet (Kate Kane, Paranormal Investigator, #1)",Alexis  Hall,"Hall, Alexis",,"=""1626490481""","=""9781626490482""",3,3.78,Riptide Publishing,ebook,277,2013,2013,2016/12/30,2016/11/19,,,read,,,,1,,,0,,,,,
16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,"=""""","=""""",5,4.12,St. Martin's Press,Kindle Edition,481,2013,2013,2017/01/13,2016/11/12,"fiction, ya","fiction (#24), ya (#55)",read,,,,1,,,0,,,,,
26371413,Queer Clout: Chicago and the Rise of Gay Politics,Timothy Stewart-Winter,"Stewart-Winter, Timothy",,"=""0812247914""","=""9780812247916""",4,4.12,University of Pennsylvania Press,Hardcover,320,2015,2015,,2016/10/21,nonfiction,nonfiction (#17),read,,,,1,,,0,,,,,
26200563,Hamilton: The Revolution,Lin-Manuel Miranda,"Miranda, Lin-Manuel",Jeremy McCarter,"=""1455539740""","=""9781455539741""",5,4.47,Grand Central Publishing,Hardcover,288,2016,2016,,2016/10/17,comic-books,comic-books (#14),read,,,,1,,,0,,,,,
5931169,"Santa Olivia (Santa Olivia, #1)",Jacqueline Carey,"Carey, Jacqueline",,"=""044619817X""","=""9780446198172""",5,3.83,Grand Central Publishing (Hachette),Paperback,341,2009,2009,,2016/10/17,ya,ya (#54),read,,,,1,,,0,,,,,
7937653,The Mind's Eye,Oliver Sacks,"Sacks, Oliver",,"=""033050889X""","=""9780330508896""",4,3.88,Picador USA,Hardcover,263,2010,2010,,2016/10/17,nonfiction,nonfiction (#16),read,,,,1,,,0,,,,,
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,"=""0684853949""","=""9780684853949""",4,4.04,Touchstone,Paperback,243,1998,1985,,2016/10/17,nonfiction,nonfiction (#15),read,,,,1,,,0,,,,,
23995384,The Only Woman in the Room: Why Science is Still A Boys' Club,Eileen Pollack,"Pollack, Eileen",,"=""0807046574""","=""9780807046579""",5,3.62,Beacon Press,Hardcover,266,2015,2015,,2016/10/16,nonfiction,nonfiction (#14),read,,,,1,,,0,,,,,
25733983,Lab Girl,Hope Jahren,"Jahren, Hope",,"=""1101874937""","=""9781101874936""",5,4.04,Knopf,Hardcover,290,2016,2016,2017/01/13,2016/10/16,nonfiction,nonfiction (#18),read,,,,1,,,0,,,,,
7061,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,"Smith, Alexander McCall",,"=""1400034779""","=""9781400034772""",5,3.75,Anchor,Paperback,235,2003,1998,,2016/10/16,"favorites, fiction","favorites (#23), fiction (#22)",read,,,,1,,,0,,,,,
24645992,The Price of Salt: OR Carol,Patricia Highsmith,"Highsmith, Patricia",,"=""""","=""""",4,3.93,Dover Publications,Kindle Edition,260,2015,1952,,2016/10/16,fiction,fiction (#21),read,,,,1,,,0,,,,,
26135825,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,"=""0618871713""","=""9780618871711""",5,4.11,Mariner Books,Paperback,232,2007,2006,,2016/10/16,"comic-books, favorites","comic-books (#13), favorites (#22)",read,,,,1,,,0,,,,,
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""0807083690""","=""9780807083697""",0,4.19,Beacon Press,Paperback,287,2004,1979,,2016/10/16,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",Lech Jęczmyk,"=""0441007317""","=""9780441007318""",4,4.05,Ace,Paperback,304,2000,1969,,2016/10/16,fiction,fiction (#20),read,,,,1,,,0,,,,,
3011095,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",,"=""3895082597""","=""9783895082597""",5,4.10,Konemann,Paperback,533,1998,1847,,2016/10/16,fiction,fiction (#18),read,,,,1,,,0,,,,,
6149,Beloved,Toni Morrison,"Morrison, Toni",,"=""1400033411""","=""9781400033416""",4,3.77,Vintage,Paperback,324,2004,1987,,2016/10/16,fiction,fiction (#19),read,,,,1,,,0,,,,,
22738563,We Should All Be Feminists,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",0,4.47,Vintage,Kindle Edition,52,2014,2014,,2016/10/16,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
38447,The Handmaid's Tale,Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",5,4.07,Anchor Books,Paperback,311,1998,1985,2017/01/13,2016/10/16,,,read,,,,1,,,0,,,,,
18813642,Bad Feminist,Roxane Gay,"Gay, Roxane",,"=""0062282719""","=""9780062282712""",5,3.91,Harper Perennial,Paperback,320,2014,2014,,2016/10/16,nonfiction,nonfiction (#13),read,,,,1,,,0,,,,,
29246432,"Black Panther: A Nation Under Our Feet, Book 1",Ta-Nehisi Coates,"Coates, Ta-Nehisi","Brian Stelfreeze, Joe Sabino, Manny Mederos, Rian Hughes, Jack Kirby, Laura       Martin","=""1302900536""","=""9781302900533""",0,3.70,Marvel,Paperback,144,2016,2016,,2016/10/16,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
8913370,Fingersmith,Sarah Waters,"Waters, Sarah",,"=""1101057025""","=""9781101057025""",3,4.02,Riverhead Books,ebook,592,2002,2002,2016/12/30,2016/10/16,,,read,,,,1,,,0,,,,,
25104465,Tipping the Velvet,Sarah Waters,"Waters, Sarah",,"=""""","=""""",5,4.00,"Riverhead Books, U.S.",Paperback,472,2000,1998,,2016/10/16,"favorites, fiction","favorites (#21), fiction (#17)",read,,,,1,,,0,,,,,
21855259,The Secret History of Wonder Woman,Jill Lepore,"Lepore, Jill",,"=""0385354045""","=""9780385354042""",5,3.70,Knopf,Hardcover,410,2014,2014,,2016/10/16,nonfiction,nonfiction (#12),read,,,,1,,,0,,,,,
26030711,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nathalia Holt,"Holt, Nathalia",,"=""0316338923""","=""9780316338929""",0,3.88,"Little, Brown and Company",Hardcover,338,2016,2016,,2016/10/16,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
29237211,"Saga, Vol. 7 (Saga, #7)",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1534300600""","=""9781534300606""",0,4.52,Image Comics,Paperback,152,2017,2017,,2016/10/16,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
